0,Word,Definition,Example,Weight,Quiz_Marked,Hangman_Marked
802,lugubrious,looking or sounding sad and dismal,"Surrounded by dark clouds, the isolated barn made the perfect inspiration for the poet's lugubrious poem",4,false,false
803,transcend,be or go beyond the reange or limits of,"According to some religions, you will transcend the limits of this world and enter another world when you die",4,false,false
804,flustered,depressed and/or confused,The inexperienced actor became flustered when he forgot his lines during his audition,2,true,false
805,incidental,happening as a minor accompaniment to something else; occuring by chance in connection with something else; happening as a result of (an activity),My boss was more concerned with my major expenses on my costly expense report than the incidental expenses,4,false,false
806,axiomatic,self-evident or unquestionable,There was a time when it was regarded as axiomatic that the sun revolves around the earth,4,false,false
807,macabre,disturbing because concerned with or causing a fear of death,"I find this painting to be very disturbing, and when I turn it upside down, it becomes downright macabre",4,false,false
808,gullible,easily persuaded to believe something; credulous,The gullible woman gave all her money to a fake charity.,4,false,false
809,ingrained,firmly fixed or established; difficult to change,Being right-handed was ingrained in me so that it was very difficult to write with my left hand,4,false,false
810,tacit,understood or implied without being stated,"Although no words were spoken, our nods represented our tacit agreement to a cease fire",4,false,false
811,exorbitant,(of a price or amount charged) unreasonably high,"While the painters charged us an exorbitant fee, they did very little work",1,true,false
812,serene,"calm, peaceful and untroubled; tranquil",The quiet beach made a serene setting for the midnight wedding,0,false,false
813,treatise,a serious book or piece of writing about some subject,"The doctor's treatise was very formal and systematic, drawing much praise",4,false,false
814,corporeal,tangible; of a physical nature,"As Jack reached for the ghost, he realized it was not corporeal when his hands went straight through the shape",4,false,false
815,figurative,not literal; metaphorical; representing forms that are recognizably derived from life,"When John talks in a figurative way and says he's hungry enough to eat a horse, he is simply exaggerating his craving",4,false,false
816,morose,sullen and ill tempered,"When her dog died, the little girl was morose for months",3,true,false
817,ramification,a complex or unwelcome consequence of an action or event,Jason was shocked when he learned the ramification of his cheating was immediate expulsion from the university,4,false,false
818,eclectic,something that is made up of various sources or styles,The restaurant's menu was eclectic and included foods from a number of ethnic groups and cultures.,5,false,false
819,apprehension,anxiety or fear that something bad or unpleasant will happen; understanding; grasp; the action of arresting someone,I admit that I am feeling a great deal of apprehension after learning that we have a pop quiz in my worst subject.,4,false,false
820,idiosyncratic,quirky or peculiar behavior or traits of an individual,The strange bird let out a high-pitched sound that is idiosyncratic to its species,4,false,false
821,insolent,showing a rude and arrogant lack of respect,"When the insolent young man yelled my name, I ignored him and walked towards my car",4,false,false
822,ardent,very enthusiastic or passionate,"As an ardent lover of nature, Philip plans at least two or three hiking vacations every year",4,false,false
823,doctrinaire,stubbornly holding on to an idea without concern for practicalities or reality,His doctrinaire attitude turned off others as he attempted to force his personal beliefs on all he met.,4,false,false
824,officious,"assertive of authority in a domineering way, especially with regard to trivial matters","Because Cory is the boss's son, he thinks he can stick his officious nose into everybody's business without fear of consequences",4,false,false
825,cease,come or bring to an end,"Once the treaty is announced, the fighting on the border should cease",4,false,false
826,lavish,very generous or extravagant,Every room in the five-star hotel was filled with lavish furnishings,4,false,false
827,conducive,to cause or produce something,Alcoholic parents are not conducive to a stable environment for the children,4,false,false
828,equanimity,"calmness and composure, especially in a difficult situation",His equanimity allowed him to keep a clear head and escape the burning building,4,false,false
829,supplant,supersede and replace,A text message cannot supplant an actual phone call because it is incapable of expressing emotion,4,false,false
830,lampoon,"publicly criticize by using ridicule, irony or sarcasm","Sam wrote a harsh lampoon of the mayor and sent it to the newspaper, but the editor refused to publish it",4,false,false
831,bombastic,high sounding but with little meaning; giving oneself high self-esteem or exaggerated dignity; inflated,His bombastic rant made her rethink her decision to go on a date with him,2,false,false
832,lambaste,criticize (someone or something) harshly,"Even with its success, harsh party leaders continued to lambaste the plan for healthcare reform",2,false,false
833,undercut,weaken; undermine;offer goods or services at a lower price than a competitor; cut or wear away the part below or under something,"Unfortunately for Harry, the piece of evidence did very little to undercut the arguments against him",2,false,false
834,euphemism,a word or expression substituted for one considered to be too harsh or blunt when reffering to something unpleasant or embarrassing,"While a euphemism may tone down your words, the meaning behind the phrase will remain the same",2,false,false
835,turpitude,deparved or wicked behavior or character,The criminal was sentenced to life in prison for the acts of turpitude he committed,2,false,false
836,peccadillo,a relatively minor fault or sin,"Unless you're perfect, you should never complain about a peccadillo of someone else",2,false,false
837,antagonize,cause (someone) to be hostile,"If you antagonize the dog, he will bite you",2,false,false
838,barren,(of land) too poor to produce much or any vegetation; (of a place or building) bleak and lifeless,The barren woman could never get over the fact that she couldn't have children,2,false,false
839,philistine,a person who focuses on materialistic pursuits and has no appreciation for culture and art,"When the philistine was questioned about his opinion of the school's art program, he stated it was a waste of taxpayers' dollars",2,false,false
840,relegate,assign an inferior rank or position to,"After the lead actors had been repeatedly late for rehearsal, the director decided to relegate them to the chorus and replace them with their understudies",2,false,false
841,dirge,"a lament for the dead, especially one forming part of a funeral rite","When Kim sang a dirge for her deceased father, she brought everyone to tears",2,false,false
842,imperturbable,unable to be upset or excited; calm,The imperturbable young man walked away from the argument before any blows were thrown,2,false,false
843,excoriate,criticize (someone) severely; damage or remove part of the surface of (the skin),"Because Ann is an atheist, she will probably excoriate the decision to allow prayer in schools",2,false,false
844,curmudgeon,"a bad-tempered person, especially an old one",My neighbor is a curmudgeon who keeps the soccer balls that accidentally come into his yard,2,false,false
845,swindle,use deception to deprive (someone) of money or possessions,Scams on the internet are designed to swindle people and trick them into paying scammers money,2,false,false
846,wheedle,to try to persuade using flattery,It was so easy for the model to wheedle her way out of a ticket by smiling at the patrolman,2,false,false
847,sentimental,having excessive emotions about certain things or people,Jan becomes sentimental whenever she thinks about her deceased parents,2,false,false
848,miscreant,a person who has done something wrong or unlawful,The principal took the miscreant out of my classroom and placed him in the in-school suspension room,2,false,false
849,implacable,unable to be appeased or placated,There was nothing Jason could do to please his implacable ex-wife,2,false,false
850,haughty,arrogantly superior and disdainful,The principal at my school is haughty and considers herself to be above everyone else,2,false,false
851,estimable,worthy of great respect,Our estimable professor is constantly being recognized for his cancer research,2,false,false
852,tangible,perceptible by touch; clear and definite; real,"Unlike many people today, I prefer a tangible book made out of paper over an electronic reading tool",2,false,false
853,chary,cautiously or suspiciously reluctant to do something,School districts are incredibly chary about hiring people with criminal backgrounds,2,false,false
854,repugnant,extremely distasteful; unacceptable; in conflict or incompatible with,The racist words were repugnant to everyone in the auditorium,2,false,false
855,xenophobic,having or showing a dislike of or prejudice against people from other countries,A rise in patriotism causes those who were once open to embracing immigrants to become xenophobic and shun them,2,false,false
856,squander,waste money or resources in a reckless manner; allow (an opportunity) to pass or be lost,Eddie has a tendency to squander his entire allowance on comic books and action figures,2,false,false
857,cajole,persuade (someone) to do something by sustaining coaxing or flattery,Why did I ever let my friends cajole me into eating sushi?,2,false,false
858,unalloyed,(of metal) not alloyed; pure; (of emotions) complete and genuine,My best friend announced her unalloyed happiness for my engagement,2,false,false
859,heady,having a strong or exhilarating effect; (of alcoholic drink) potent; intoxicating,"Many pilots find supersonic flight to be a heady experience, providing them with exhilaration that can't be matched by anything else",2,false,false
860,exigent,pressing; demanding,"I try not to be exigent with my students, but as a teacher I have to press them to get their work done",2,false,false
